report_id,duplicate_check,duplicate_rank,confidence,notes,error
10.0,TRUE,1,0.9,Le immagini mostrano lo stesso cumulo con la stessa disposizione e gli stessi elementi distintivi; la descrizione del report 'plastica' è coerente.,
11.0,TRUE,3,0.9,"Le immagini mostrano il medesimo oggetto rifiutato, con la stessa disposizione e alcuni elementi distintivi come il colore; la descrizione è coerente.",
13.0,TRUE,2,0.8,Le immagini mostrano lo stesso evento/scena/soggetto con la stessa disposizione e identici elementi distintivi; il testo della descrizione è coerente.,
15.0,FALSE,,0.5,,
22.0,TRUE,1,0.95,Le immagini mostrano lo stesso cumulo con stessa disposizione e stessa elemento distintivo; la descrizione è coerente.,
31.0,TRUE,3,0.7,"Le immagini mostrano lo stesso tipo di rifiuti (aluminio/metallo) e il contesto è simile, ma ci sono alcune differenze nella disposizione dei rifiuti.",
58.0,FALSE,,0.9,,
59.0,TRUE,1,0.9,Le immagini mostrano lo stesso evento di un cumulo di rifiuti di carta con una disposizione simile e elementi distintivi come la fettuccia sulla destra; la descrizione del report è coerente.,
69.0,FALSE,,0.9,"Le immagini mostrano un evento/scena simile ma non identico, con angoli e zoom diversi dal report originale.",
72.0,TRUE,3,0.8,Le immagini mostrano lo stesso cumulo di rifiuti con stessa disposizione e elementi distintivi; la descrizione del report è generica e potrebbe essere applicabile a qualsiasi situazione simile.,
77.0,TRUE,1,0.8,Le immagini mostrano lo stesso evento/scena con la stessa disposizione e elementi distintivi.,
82.0,TRUE,1,0.9,"Le immagini mostrano lo stesso evento con stessa disposizione e lo stesso tipo di rifiuti, la descrizione del report è generica ma conferma l'identificazione.",
88.0,TRUE,1,0.8,Le immagini mostrano lo stesso cumulo di rifiuti con la stessa disposizione e gli stessi elementi distintivi; la descrizione del report 'Gomme' è coerente.,
89.0,TRUE,2,0.8,Le immagini mostrano lo stesso cumulo con stessa disposizione e stesso elemento distintivo; la descrizione è coerente.,
99.0,FALSE,,0.8,,
107.0,FALSE,,0.95,,
145.0,TRUE,3,0.7,Le immagini mostrano lo stesso cumulo di rifiuti con la stessa disposizione e elementi distintivi; la descrizione è coerente.,
160.0,FALSE,,0.8,"Le immagini mostrano un contenitore di rifiuti simile ma non identico. Il contenitore ha la stessa forma e contesto, ma il contenuto è diverso. La disposizione degli oggetti e dei rifiuti è simile, ma ci sono differenze nella dimensione e nell'oggetto principale che fa parte del contenitore.",
171.0,TRUE,3,0.8,"Le immagini mostrano il medesimo cumulo con la stessa disposizione e il medesimo elemento distintivo, come pure lo stesso contesto.",
172.0,FALSE,,0.7,"Le immagini mostrano un sacchetto con contenuto diverso, ma la descrizione del report non è molto chiara e potrebbe essere generica o imprecisa.",
176.0,FALSE,,,,
182.0,FALSE,,,,
190.0,TRUE,3,0.7,"Le immagini mostrano il medesimo cumulo con diversi tipi di rifiuti (plastica, legno, vetro), e anche se la descrizione non è esatta, il contesto è molto simile. Le variazioni sono solo di angolo o zoom.",
193.0,FALSE,,0.95,,
204.0,TRUE,1,0.35,Le immagini mostrano lo stesso cumulo con identici rifiuti e disposizione; la descrizione è coerente.,
205.0,TRUE,3,0.5,Le immagini mostrano un cumulo di rifiuti con materiali simili e un contesto generico; la descrizione del report sembra essere un supporto generico per il contenuto dell'immagine.,
214.0,FALSE,,0.7,,
241.0,TRUE,3,0.8,Le immagini mostrano lo stesso oggetto rifiuti con stessa disposizione e stessa categoria; la descrizione è coerente.,
253.0,FALSE,,0.5,"Non sono presenti elementi distinctivi comuni come il cumulo di rifiuti o il contesto esatto in entrambe le immagini. Le immagini mostrano solo una simile categoria di rifiuti, ma non lo stesso evento/scena/soggetto.",
258.0,FALSE,,0.9,,
