report_id,duplicate_check,duplicate_rank,confidence,notes,error
3.0,FALSE,,0.9,,
6.0,FALSE,,0.7,"Le immagini mostrano simili cumuli di rifiuti, ma la descrizione non è coerente perché si parla solo di aluminio/metallo e carta.",
28.0,FALSE,,0.8,,
35.0,FALSE,,0.95,,
37.0,TRUE,3,0.9,Le immagini mostrano lo stesso cumulo con stessi elementi e disposizione; la descrizione è coerente.,
42.0,FALSE,,0.8,,
46.0,FALSE,,0.7,,
47.0,TRUE,3,0.65,"Le immagini mostrano la stessa disposizione di un cumulo di rifiuti con plastica bianca e neri, ma ci sono alcune variazioni nella posizione delle lattine e nella quantità di rifiuti. La descrizione è coerente.",
56.0,TRUE,3,0.95,Le immagini mostrano lo stesso cumulo di rifiuti con la stessa disposizione e gli stessi elementi distintivi; la descrizione è coerente.,
60.0,FALSE,,0.5,Le immagini mostrano alcuni elementi simili ma non lo stesso evento/scena/soggetto con la stessa disposizione e/o elementi distintivi.,
64.0,TRUE,3,0.8,"Le immagini mostrano un contenitore di rifiuti con la stessa forma e disposizione, e sia le etichette sui rifiuti che il contesto sono simili nella descrizione del report.",
71.0,TRUE,1,0.95,Le immagini mostrano lo stesso evento/scena con la stessa disposizione e gli stessi elementi distintivi; la descrizione del report 'Sacchi neri' è coerente con le immagini.,
96.0,FALSE,,0.9,Le immagini mostrano un diverso tipo di rifiuti e diverse disposizioni degli oggetti.,
113.0,TRUE,1,0.7,Le immagini mostrano lo stesso evento con il medesimo contenuto in blocchi di rifiuti diversi e la stessa disposizione degli oggetti; la descrizione del report è coerente.,
130.0,TRUE,3,0.9,"The original image is a duplicate of ContainedWaste: paper. The medium size, single piece of paper, and the visible edges of the paper match the description provided.",
135.0,TRUE,1,0.9,Le immagini mostrano lo stesso evento/scena/soggetto con la stessa disposizione e elementi distintivi; la descrizione è coerente.,
141.0,FALSE,,0.5,"Le immagini mostrano simili cumuli di rifiuti, ma con disposizioni diverse e non ci sono elementi distintivi presenti in entrambe le immagini.",
198.0,FALSE,,0.85,"Le immagini mostrano lo stesso tipo di rifiuti, ma la loro disposizione e alcuni elementi distintivi sono differenti; la descrizione del report non è coerente con l'immagine.",
199.0,FALSE,,0.9,,
201.0,TRUE,1,0.9,Le immagini mostrano lo stesso evento con la stessa disposizione e identici elementi distintivi; la descrizione del report è generica ma coerente con l'immagine.,
203.0,FALSE,,0.7,,
210.0,FALSE,,0.95,,
223.0,FALSE,,0.9,,
237.0,TRUE,3,0.7,Le immagini mostrano lo stesso evento di rifiuti con simili materiali e posizioni; la descrizione è coerente.,
257.0,FALSE,,0.8,"Le immagini mostrano un evento diverso, con diversi elementi rifiuti e contesti.",
259.0,TRUE,1,0.9,Le immagini mostrano lo stesso cumulo di rifiuti con la stessa disposizione e elementi distintivi come i sacchi di plastica e il testoile; la descrizione del report è coerente.,
260.0,FALSE,,0.95,Le immagini mostrano un diverso contenuto di rifiuti; la descrizione è generica e non aiuta a distinguerli.,
262.0,FALSE,,0.8,"Le immagini mostrano un evento simile, con contenuti simili ma non sono lo stesso caso; la descrizione è generica e potrebbe non essere completamente coerente.",
266.0,TRUE,3,0.7,Le immagini mostrano il medesimo cumulo con stessi elementi distintivi e disposizione; la descrizione è coerente.,
269.0,FALSE,,0.8,Le immagini mostrano simili cumuli con distinte disposizioni e elementi distintivi.,
273.0,FALSE,,0.9,,
291.0,FALSE,,0.9,,
